,city,state_id,state_name,county_name,lat,lng
4681,New London,NH,New Hampshire,Merrimack,43.4139,-71.9844
4682,Peterborough,NH,New Hampshire,Hillsborough,42.879,-71.9593
4683,Union,NH,New Hampshire,Carroll,43.4913,-71.0233
4684,Walpole,NH,New Hampshire,Cheshire,43.0792,-72.4236
4685,Enfield,NH,New Hampshire,Grafton,43.6448,-72.148
4686,Suncook,NH,New Hampshire,Merrimack,43.1382,-71.4528
4687,Sanbornville,NH,New Hampshire,Carroll,43.5524,-71.03
4688,Blodgett Landing,NH,New Hampshire,Merrimack,43.3757,-72.0392
4689,Milford,NH,New Hampshire,Hillsborough,42.8327,-71.6612
4690,Marlborough,NH,New Hampshire,Cheshire,42.905,-72.2116
4691,Contoocook,NH,New Hampshire,Merrimack,43.2232,-71.7129
4692,Newfields,NH,New Hampshire,Rockingham,43.0354,-70.9391
4693,Pinardville,NH,New Hampshire,Hillsborough,43.001000000000005,-71.5171
4694,North Sutton,NH,New Hampshire,Merrimack,43.364,-71.9395
4695,Exeter,NH,New Hampshire,Rockingham,42.9776,-70.9466
4696,South Hooksett,NH,New Hampshire,Merrimack,43.0337,-71.4254
4697,Center Sandwich,NH,New Hampshire,Carroll,43.8085,-71.4396
4698,Hancock,NH,New Hampshire,Hillsborough,42.974,-71.9807
4699,Antrim,NH,New Hampshire,Hillsborough,43.0379,-71.946
4700,Newport,NH,New Hampshire,Sullivan,43.367,-72.1766
4701,West Stewartstown,NH,New Hampshire,Coos,44.9906,-71.5309
4702,Keene,NH,New Hampshire,Cheshire,42.9496,-72.2997
4703,Georges Mills,NH,New Hampshire,Sullivan,43.4317,-72.0673
4704,Concord,NH,New Hampshire,Merrimack,43.2307,-71.5595
4705,Belmont,NH,New Hampshire,Belknap,43.443000000000005,-71.47800000000001
4706,Twin Mountain,NH,New Hampshire,Coos,44.2723,-71.539
4707,Durham,NH,New Hampshire,Strafford,43.1413,-70.9228
4708,Manchester,NH,New Hampshire,Hillsborough,42.9844,-71.4445
4709,Glen,NH,New Hampshire,Carroll,44.1101,-71.1826
4710,North Haverhill,NH,New Hampshire,Grafton,44.0938,-72.0272
4711,Rochester,NH,New Hampshire,Strafford,43.2991,-70.9791
4712,Winchester,NH,New Hampshire,Cheshire,42.777,-72.3851
4713,Wilton,NH,New Hampshire,Hillsborough,42.847,-71.7359
4714,Bennington,NH,New Hampshire,Hillsborough,43.0035,-71.9207
4715,Melvin Village,NH,New Hampshire,Carroll,43.6894,-71.3033
4716,Pittsfield,NH,New Hampshire,Merrimack,43.3001,-71.3314
4717,Wolfeboro,NH,New Hampshire,Carroll,43.5913,-71.2092
4718,Claremont,NH,New Hampshire,Sullivan,43.379,-72.3368
4719,Troy,NH,New Hampshire,Cheshire,42.8258,-72.1828
4720,East Merrimack,NH,New Hampshire,Hillsborough,42.8669,-71.484
4721,Berlin,NH,New Hampshire,Coos,44.4871,-71.2601
4722,Newmarket,NH,New Hampshire,Rockingham,43.0754,-70.9392
4723,Milton Mills,NH,New Hampshire,Strafford,43.5037,-70.9654
4724,Hooksett,NH,New Hampshire,Merrimack,43.0942,-71.4571
4725,North Conway,NH,New Hampshire,Carroll,44.0525,-71.1248
4726,Hinsdale,NH,New Hampshire,Cheshire,42.7888,-72.4888
4727,Warner,NH,New Hampshire,Merrimack,43.2843,-71.824
4728,Portsmouth,NH,New Hampshire,Rockingham,43.058,-70.7826
4729,Groveton,NH,New Hampshire,Coos,44.6048,-71.5201
4730,Londonderry,NH,New Hampshire,Rockingham,42.8508,-71.3617
4731,Epping,NH,New Hampshire,Rockingham,43.0345,-71.0902
4732,Whitefield,NH,New Hampshire,Coos,44.3715,-71.6104
4733,Amherst,NH,New Hampshire,Hillsborough,42.8637,-71.6239
4734,Derry,NH,New Hampshire,Rockingham,42.8942,-71.2845
4735,Greenville,NH,New Hampshire,Hillsborough,42.7728,-71.8013
4736,Center Ossipee,NH,New Hampshire,Carroll,43.7543,-71.1514
4737,Hampton Beach,NH,New Hampshire,Rockingham,42.9142,-70.8128
4738,Somersworth,NH,New Hampshire,Strafford,43.2534,-70.8856
4739,Winona,NH,New Hampshire,Belknap,43.6662,-71.5581
4740,Littleton,NH,New Hampshire,Grafton,44.3211,-71.7637
4741,Bartlett,NH,New Hampshire,Carroll,44.0734,-71.282
4742,Colebrook,NH,New Hampshire,Coos,44.8945,-71.4952
4743,Dover,NH,New Hampshire,Strafford,43.1887,-70.8845
4744,Bradford,NH,New Hampshire,Merrimack,43.2716,-71.9628
4745,Lincoln,NH,New Hampshire,Grafton,44.0555,-71.6706
4746,Meredith,NH,New Hampshire,Belknap,43.6581,-71.5044
4747,Laconia,NH,New Hampshire,Belknap,43.5727,-71.4777
4748,New Hampton,NH,New Hampshire,Belknap,43.6096,-71.6509
4749,Franklin,NH,New Hampshire,Merrimack,43.45,-71.6689
4750,Charlestown,NH,New Hampshire,Sullivan,43.2366,-72.4242
4751,Conway,NH,New Hampshire,Carroll,43.9846,-71.1182
4752,North Woodstock,NH,New Hampshire,Grafton,44.0364,-71.6895
4753,Lebanon,NH,New Hampshire,Grafton,43.6353,-72.2531
4754,Canaan,NH,New Hampshire,Grafton,43.6503,-72.0159
4755,Seabrook Beach,NH,New Hampshire,Rockingham,42.8852,-70.8236
4756,Bethlehem,NH,New Hampshire,Grafton,44.2792,-71.6881
4757,Lancaster,NH,New Hampshire,Coos,44.4894,-71.575
4758,Farmington,NH,New Hampshire,Strafford,43.3999,-71.0727
4759,Hudson,NH,New Hampshire,Hillsborough,42.7639,-71.4314
4760,North Walpole,NH,New Hampshire,Cheshire,43.1469,-72.4459
4761,Henniker,NH,New Hampshire,Merrimack,43.1815,-71.8188
4762,Plainfield,NH,New Hampshire,Sullivan,43.5343,-72.3536
4763,Goffstown,NH,New Hampshire,Hillsborough,43.0212,-71.5993
4764,Loudon,NH,New Hampshire,Merrimack,43.2828,-71.4647
4765,Jaffrey,NH,New Hampshire,Cheshire,42.8125,-72.0237
4766,West Swanzey,NH,New Hampshire,Cheshire,42.871,-72.3225
4767,Raymond,NH,New Hampshire,Rockingham,43.0333,-71.1714
4768,Alton,NH,New Hampshire,Belknap,43.4565,-71.2217
4769,Milton,NH,New Hampshire,Strafford,43.4036,-70.9899
4770,Hanover,NH,New Hampshire,Grafton,43.7068,-72.2774
4771,Woodsville,NH,New Hampshire,Grafton,44.1452,-72.0287
4772,Plymouth,NH,New Hampshire,Grafton,43.7413,-71.6935
4773,Bristol,NH,New Hampshire,Grafton,43.6005,-71.7404
4774,Ashland,NH,New Hampshire,Grafton,43.6961,-71.6335
4775,North Stratford,NH,New Hampshire,Coos,44.7517,-71.6287
4776,Hampton,NH,New Hampshire,Rockingham,42.9428,-70.8261
4777,Nashua,NH,New Hampshire,Hillsborough,42.7492,-71.491
4778,Mountain Lakes,NH,New Hampshire,Grafton,44.1206,-71.958
4779,Lisbon,NH,New Hampshire,Grafton,44.2125,-71.9087
4780,Rye Beach,NH,New Hampshire,Rockingham,42.9768,-70.7656
4781,Gorham,NH,New Hampshire,Coos,44.3922,-71.1851
19761,Albany,VT,Vermont,Orleans,44.7302,-72.381
19762,Arlington,VT,Vermont,Bennington,43.0691,-73.1475
19763,Barnet,VT,Vermont,Caledonia,44.2956,-72.0496
19764,Groton,VT,Vermont,Caledonia,44.214,-72.1968
19765,Barre,VT,Vermont,Washington,44.1997,-72.5083
19766,Shelburne,VT,Vermont,Chittenden,44.3759,-73.2265
19767,West Pawlet,VT,Vermont,Rutland,43.3537,-73.2521
19768,Chelsea,VT,Vermont,Orange,43.9871,-72.4522
19769,Irasburg,VT,Vermont,Orleans,44.8002,-72.2849
19770,Waterbury,VT,Vermont,Washington,44.3429,-72.7429
19771,East Montpelier,VT,Vermont,Washington,44.2695,-72.4881
19772,Saxtons River,VT,Vermont,Windham,43.138999999999996,-72.5101
19773,Winooski,VT,Vermont,Chittenden,44.4951,-73.1842
19774,Island Pond,VT,Vermont,Essex,44.8125,-71.8862
19775,Manchester Center,VT,Vermont,Bennington,43.1822,-73.0362
19776,Cavendish,VT,Vermont,Windsor,43.3863,-72.6065
19777,West Topsham,VT,Vermont,Orange,44.1151,-72.3118
19778,Newport,VT,Vermont,Orleans,44.9375,-72.2088
19779,Northfield,VT,Vermont,Washington,44.1531,-72.6557
19780,North Bennington,VT,Vermont,Bennington,42.924,-73.2411
19781,Perkinsville,VT,Vermont,Windsor,43.3708,-72.5159
19782,Concord,VT,Vermont,Essex,44.4323,-71.8863
19783,Montpelier,VT,Vermont,Washington,44.2658,-72.5717
19784,Plainfield,VT,Vermont,Washington,44.2766,-72.42699999999999
19785,Troy,VT,Vermont,Orleans,44.909,-72.4046
19786,Manchester,VT,Vermont,Bennington,43.161,-73.0709
19787,North Wolcott,VT,Vermont,Lamoille,44.6112,-72.4604
19788,Windsor,VT,Vermont,Windsor,43.4799,-72.3936
19789,Brattleboro,VT,Vermont,Windham,42.8588,-72.5628
19790,Rochester,VT,Vermont,Windsor,43.8743,-72.8052
19791,Jeffersonville,VT,Vermont,Lamoille,44.6427,-72.8282
19792,Beecher Falls,VT,Vermont,Essex,45.00899999999999,-71.4935
19793,Bennington,VT,Vermont,Bennington,42.8746,-73.1852
19794,Brandon,VT,Vermont,Rutland,43.8011,-73.0843
19795,East Barre,VT,Vermont,Washington,44.1498,-72.4498
19796,Williamstown,VT,Vermont,Orange,44.1218,-72.5427
